,year,area,sektor,jobtype,n_jobtype_area_,n_sektor_area,n_area,n_year
446,2007,region-nordjylland,kontor,jura,113,3384,26736,380597
447,2007,region-nordjylland,kontor,kontor,1117,3384,26736,380597
448,2007,region-nordjylland,kontor,kontorkurser,1,3384,26736,380597
449,2007,region-nordjylland,kontor,kontorelev,125,3384,26736,380597
450,2007,region-nordjylland,kontor,logistik,186,3384,26736,380597
451,2007,region-nordjylland,kontor,offentlig,227,3384,26736,380597
452,2007,region-nordjylland,kontor,oversaettelse,24,3384,26736,380597
453,2007,region-nordjylland,kontor,sekretaer,314,3384,26736,380597
454,2007,region-nordjylland,kontor,oekonomi,863,3384,26736,380597
455,2007,region-nordjylland,social,laege,376,4551,26736,380597
456,2007,region-nordjylland,social,laegesekretaer,260,4551,26736,380597
457,2007,region-nordjylland,social,pleje,1856,4551,26736,380597
458,2007,region-nordjylland,social,psykologi,173,4551,26736,380597
459,2007,region-nordjylland,social,socialraadgivning,384,4551,26736,380597
460,2007,region-nordjylland,social,tandlaege,109,4551,26736,380597
461,2007,region-nordjylland,social,teknisksundhed,33,4551,26736,380597
462,2007,region-nordjylland,social,terapi,196,4551,26736,380597
463,2007,region-nordjylland,oevrige,elev,794,1973,26736,380597
464,2007,region-nordjylland,oevrige,forsvar,0,1973,26736,380597
465,2007,region-nordjylland,oevrige,frivilligt,38,1973,26736,380597
466,2007,region-nordjylland,oevrige,student,189,1973,26736,380597
467,2007,region-nordjylland,oevrige,studiepraktik,3,1973,26736,380597
468,2007,region-nordjylland,oevrige,oevrige,843,1973,26736,380597
469,2007,region-nordjylland,oevrige,kurseroevrige,3,1973,26736,380597
470,2007,region-midtjylland,it,database,97,4205,80746,380597
471,2007,region-midtjylland,it,itdrift,973,4205,80746,380597
472,2007,region-midtjylland,it,itkurser,2,4205,80746,380597
474,2007,region-midtjylland,it,internet,204,4205,80746,380597
475,2007,region-midtjylland,it,systemudvikling,2448,4205,80746,380597
476,2007,region-midtjylland,it,telekom,112,4205,80746,380597
477,2007,region-midtjylland,it,virksomhedssystemer,685,4205,80746,380597
478,2007,region-midtjylland,ingenioer,byggeteknik,1717,5611,80746,380597
479,2007,region-midtjylland,ingenioer,elektronik,1134,5611,80746,380597
480,2007,region-midtjylland,ingenioer,kemi,460,5611,80746,380597
482,2007,region-midtjylland,ingenioer,maskiningenioer,1605,5611,80746,380597
483,2007,region-midtjylland,ingenioer,medicinal,225,5611,80746,380597
484,2007,region-midtjylland,ingenioer,produktionsteknik,1189,5611,80746,380597
485,2007,region-midtjylland,ledelse,detailledelse,0,5574,80746,380597
486,2007,region-midtjylland,ledelse,freelancekonsulent,166,5574,80746,380597
487,2007,region-midtjylland,ledelse,hrkurser,9,5574,80746,380597
488,2007,region-midtjylland,ledelse,itledelse,412,5574,80746,380597
489,2007,region-midtjylland,ledelse,institutions,758,5574,80746,380597
490,2007,region-midtjylland,ledelse,leder,1435,5574,80746,380597
491,2007,region-midtjylland,ledelse,teknikledelse,481,5574,80746,380597
492,2007,region-midtjylland,ledelse,personale,572,5574,80746,380597
493,2007,region-midtjylland,ledelse,projektledelse,1116,5574,80746,380597
494,2007,region-midtjylland,ledelse,salgschef,626,5574,80746,380597
495,2007,region-midtjylland,ledelse,topledelse,101,5574,80746,380597
496,2007,region-midtjylland,ledelse,virksomhedsudvikling,0,5574,80746,380597
497,2007,region-midtjylland,ledelse,oekonomichef,232,5574,80746,380597
498,2007,region-midtjylland,handel,bud,489,19350,80746,380597
499,2007,region-midtjylland,handel,boernepasning,346,19350,80746,380597
500,2007,region-midtjylland,handel,detailhandel,8022,19350,80746,380597
502,2007,region-midtjylland,handel,frisoer,259,19350,80746,380597
503,2007,region-midtjylland,handel,hotel,3960,19350,80746,380597
504,2007,region-midtjylland,handel,rengoering,5106,19350,80746,380597
505,2007,region-midtjylland,handel,service,1242,19350,80746,380597
506,2007,region-midtjylland,handel,sikkerhed,268,19350,80746,380597
507,2007,region-midtjylland,industri,blik,735,16315,80746,380597
508,2007,region-midtjylland,industri,byggeri,1216,16315,80746,380597
509,2007,region-midtjylland,industri,elektriker,1502,16315,80746,380597
510,2007,region-midtjylland,industri,industri,2255,16315,80746,380597
511,2007,region-midtjylland,industri,jern,2522,16315,80746,380597
512,2007,region-midtjylland,industri,lager,2584,16315,80746,380597
513,2007,region-midtjylland,industri,landbrug,729,16315,80746,380597
514,2007,region-midtjylland,industri,maling,362,16315,80746,380597
515,2007,region-midtjylland,industri,mekanik,1258,16315,80746,380597
516,2007,region-midtjylland,industri,naeringsmiddel,738,16315,80746,380597
517,2007,region-midtjylland,industri,tekstil,322,16315,80746,380597
518,2007,region-midtjylland,industri,transport,2518,16315,80746,380597
519,2007,region-midtjylland,industri,traeindustri,471,16315,80746,380597
520,2007,region-midtjylland,industri,toemrer,798,16315,80746,380597
521,2007,region-midtjylland,salg,design,213,6721,80746,380597
523,2007,region-midtjylland,salg,grafisk,727,6721,80746,380597
524,2007,region-midtjylland,salg,kommunikation,256,6721,80746,380597
525,2007,region-midtjylland,salg,kultur,289,6721,80746,380597
526,2007,region-midtjylland,salg,marketing,623,6721,80746,380597
527,2007,region-midtjylland,salg,salg,3672,6721,80746,380597
528,2007,region-midtjylland,salg,salgskurser,1,6721,80746,380597
529,2007,region-midtjylland,salg,franchise,13,6721,80746,380597
530,2007,region-midtjylland,salg,telemarketing,541,6721,80746,380597
531,2007,region-midtjylland,undervisning,bibliotek,73,8678,80746,380597
532,2007,region-midtjylland,undervisning,forskning,871,8678,80746,380597
533,2007,region-midtjylland,undervisning,laerer,1500,8678,80746,380597
534,2007,region-midtjylland,undervisning,paedagog,5444,8678,80746,380597
535,2007,region-midtjylland,kontor,akademisk,0,11898,80746,380597
536,2007,region-midtjylland,kontor,ejendomsmaegler,106,11898,80746,380597
537,2007,region-midtjylland,kontor,ejendomsservice,452,11898,80746,380597
538,2007,region-midtjylland,kontor,finans,1214,11898,80746,380597
539,2007,region-midtjylland,kontor,indkoeb,799,11898,80746,380597
540,2007,region-midtjylland,kontor,jura,282,11898,80746,380597
541,2007,region-midtjylland,kontor,kontor,3688,11898,80746,380597
542,2007,region-midtjylland,kontor,kontorkurser,5,11898,80746,380597
543,2007,region-midtjylland,kontor,kontorelev,335,11898,80746,380597
544,2007,region-midtjylland,kontor,logistik,797,11898,80746,380597
545,2007,region-midtjylland,kontor,offentlig,657,11898,80746,380597
546,2007,region-midtjylland,kontor,oversaettelse,168,11898,80746,380597
547,2007,region-midtjylland,kontor,sekretaer,1091,11898,80746,380597
548,2007,region-midtjylland,kontor,oekonomi,3080,11898,80746,380597
549,2007,region-midtjylland,social,laege,1059,12003,80746,380597
550,2007,region-midtjylland,social,laegesekretaer,887,12003,80746,380597
551,2007,region-midtjylland,social,pleje,4601,12003,80746,380597
552,2007,region-midtjylland,social,psykologi,340,12003,80746,380597
553,2007,region-midtjylland,social,socialraadgivning,697,12003,80746,380597
554,2007,region-midtjylland,social,tandlaege,342,12003,80746,380597
555,2007,region-midtjylland,social,teknisksundhed,229,12003,80746,380597
556,2007,region-midtjylland,social,terapi,591,12003,80746,380597
557,2007,region-midtjylland,oevrige,elev,1831,5506,80746,380597
558,2007,region-midtjylland,oevrige,forsvar,0,5506,80746,380597
559,2007,region-midtjylland,oevrige,frivilligt,83,5506,80746,380597
560,2007,region-midtjylland,oevrige,student,912,5506,80746,380597
561,2007,region-midtjylland,oevrige,studiepraktik,13,5506,80746,380597
562,2007,region-midtjylland,oevrige,oevrige,2365,5506,80746,380597
563,2007,region-midtjylland,oevrige,kurseroevrige,11,5506,80746,380597
564,2007,sydjylland,it,database,34,2399,53649,380597
565,2007,sydjylland,it,itdrift,594,2399,53649,380597
566,2007,sydjylland,it,itkurser,2,2399,53649,380597
568,2007,sydjylland,it,internet,93,2399,53649,380597
569,2007,sydjylland,it,systemudvikling,1459,2399,53649,380597
570,2007,sydjylland,it,telekom,39,2399,53649,380597
571,2007,sydjylland,it,virksomhedssystemer,264,2399,53649,380597
572,2007,sydjylland,ingenioer,byggeteknik,1453,4471,53649,380597
573,2007,sydjylland,ingenioer,elektronik,736,4471,53649,380597
574,2007,sydjylland,ingenioer,kemi,500,4471,53649,380597
576,2007,sydjylland,ingenioer,maskiningenioer,1106,4471,53649,380597
577,2007,sydjylland,ingenioer,medicinal,185,4471,53649,380597
578,2007,sydjylland,ingenioer,produktionsteknik,989,4471,53649,380597
579,2007,sydjylland,ledelse,detailledelse,0,4044,53649,380597
580,2007,sydjylland,ledelse,freelancekonsulent,96,4044,53649,380597
581,2007,sydjylland,ledelse,hrkurser,0,4044,53649,380597
582,2007,sydjylland,ledelse,itledelse,275,4044,53649,380597
583,2007,sydjylland,ledelse,institutions,589,4044,53649,380597
584,2007,sydjylland,ledelse,leder,1104,4044,53649,380597
585,2007,sydjylland,ledelse,teknikledelse,357,4044,53649,380597
586,2007,sydjylland,ledelse,personale,438,4044,53649,380597
587,2007,sydjylland,ledelse,projektledelse,707,4044,53649,380597
588,2007,sydjylland,ledelse,salgschef,445,4044,53649,380597
589,2007,sydjylland,ledelse,topledelse,82,4044,53649,380597
590,2007,sydjylland,ledelse,virksomhedsudvikling,0,4044,53649,380597
591,2007,sydjylland,ledelse,oekonomichef,166,4044,53649,380597
592,2007,sydjylland,handel,bud,207,11188,53649,380597
593,2007,sydjylland,handel,boernepasning,244,11188,53649,380597
594,2007,sydjylland,handel,detailhandel,5017,11188,53649,380597
596,2007,sydjylland,handel,frisoer,122,11188,53649,380597
597,2007,sydjylland,handel,hotel,2379,11188,53649,380597
598,2007,sydjylland,handel,rengoering,2596,11188,53649,380597
599,2007,sydjylland,handel,service,763,11188,53649,380597
600,2007,sydjylland,handel,sikkerhed,149,11188,53649,380597
601,2007,sydjylland,industri,blik,550,11771,53649,380597
602,2007,sydjylland,industri,byggeri,1008,11771,53649,380597
603,2007,sydjylland,industri,elektriker,967,11771,53649,380597
604,2007,sydjylland,industri,industri,1893,11771,53649,380597
605,2007,sydjylland,industri,jern,1799,11771,53649,380597
606,2007,sydjylland,industri,lager,1935,11771,53649,380597
607,2007,sydjylland,industri,landbrug,415,11771,53649,380597
608,2007,sydjylland,industri,maling,185,11771,53649,380597
609,2007,sydjylland,industri,mekanik,1244,11771,53649,380597
610,2007,sydjylland,industri,naeringsmiddel,492,11771,53649,380597
611,2007,sydjylland,industri,tekstil,215,11771,53649,380597
612,2007,sydjylland,industri,transport,1732,11771,53649,380597
613,2007,sydjylland,industri,traeindustri,198,11771,53649,380597
614,2007,sydjylland,industri,toemrer,471,11771,53649,380597
615,2007,sydjylland,salg,design,126,4526,53649,380597
617,2007,sydjylland,salg,grafisk,543,4526,53649,380597
618,2007,sydjylland,salg,kommunikation,161,4526,53649,380597
619,2007,sydjylland,salg,kultur,187,4526,53649,380597
620,2007,sydjylland,salg,marketing,499,4526,53649,380597
621,2007,sydjylland,salg,salg,2638,4526,53649,380597
622,2007,sydjylland,salg,salgskurser,0,4526,53649,380597
623,2007,sydjylland,salg,franchise,14,4526,53649,380597
624,2007,sydjylland,salg,telemarketing,137,4526,53649,380597
625,2007,sydjylland,undervisning,bibliotek,43,5759,53649,380597
626,2007,sydjylland,undervisning,forskning,214,5759,53649,380597
627,2007,sydjylland,undervisning,laerer,1365,5759,53649,380597
628,2007,sydjylland,undervisning,paedagog,3631,5759,53649,380597
629,2007,sydjylland,kontor,akademisk,0,8266,53649,380597
630,2007,sydjylland,kontor,ejendomsmaegler,56,8266,53649,380597
631,2007,sydjylland,kontor,ejendomsservice,241,8266,53649,380597
632,2007,sydjylland,kontor,finans,881,8266,53649,380597
633,2007,sydjylland,kontor,indkoeb,555,8266,53649,380597
634,2007,sydjylland,kontor,jura,141,8266,53649,380597
635,2007,sydjylland,kontor,kontor,2447,8266,53649,380597
636,2007,sydjylland,kontor,kontorkurser,1,8266,53649,380597
637,2007,sydjylland,kontor,kontorelev,223,8266,53649,380597
638,2007,sydjylland,kontor,logistik,754,8266,53649,380597
639,2007,sydjylland,kontor,offentlig,455,8266,53649,380597
640,2007,sydjylland,kontor,oversaettelse,57,8266,53649,380597
641,2007,sydjylland,kontor,sekretaer,757,8266,53649,380597
642,2007,sydjylland,kontor,oekonomi,2165,8266,53649,380597
643,2007,sydjylland,social,laege,598,7666,53649,380597
644,2007,sydjylland,social,laegesekretaer,393,7666,53649,380597
645,2007,sydjylland,social,pleje,3517,7666,53649,380597
646,2007,sydjylland,social,psykologi,206,7666,53649,380597
647,2007,sydjylland,social,socialraadgivning,477,7666,53649,380597
648,2007,sydjylland,social,tandlaege,197,7666,53649,380597
649,2007,sydjylland,social,teknisksundhed,113,7666,53649,380597
650,2007,sydjylland,social,terapi,388,7666,53649,380597
651,2007,sydjylland,oevrige,elev,1130,3611,53649,380597
652,2007,sydjylland,oevrige,forsvar,0,3611,53649,380597
653,2007,sydjylland,oevrige,frivilligt,53,3611,53649,380597
654,2007,sydjylland,oevrige,student,296,3611,53649,380597
655,2007,sydjylland,oevrige,studiepraktik,4,3611,53649,380597
656,2007,sydjylland,oevrige,oevrige,1920,3611,53649,380597
657,2007,sydjylland,oevrige,kurseroevrige,3,3611,53649,380597
658,2007,bornholm,it,database,1,55,1863,380597
659,2007,bornholm,it,itdrift,15,55,1863,380597
660,2007,bornholm,it,itkurser,1,55,1863,380597
662,2007,bornholm,it,internet,3,55,1863,380597
663,2007,bornholm,it,systemudvikling,24,55,1863,380597
664,2007,bornholm,it,telekom,7,55,1863,380597
665,2007,bornholm,it,virksomhedssystemer,14,55,1863,380597
666,2007,bornholm,ingenioer,byggeteknik,47,174,1863,380597
667,2007,bornholm,ingenioer,elektronik,34,174,1863,380597
668,2007,bornholm,ingenioer,kemi,17,174,1863,380597
670,2007,bornholm,ingenioer,maskiningenioer,50,174,1863,380597
671,2007,bornholm,ingenioer,medicinal,20,174,1863,380597
672,2007,bornholm,ingenioer,produktionsteknik,31,174,1863,380597
673,2007,bornholm,ledelse,detailledelse,0,174,1863,380597
674,2007,bornholm,ledelse,freelancekonsulent,7,174,1863,380597
675,2007,bornholm,ledelse,hrkurser,0,174,1863,380597
676,2007,bornholm,ledelse,itledelse,4,174,1863,380597
677,2007,bornholm,ledelse,institutions,21,174,1863,380597
678,2007,bornholm,ledelse,leder,60,174,1863,380597
679,2007,bornholm,ledelse,teknikledelse,15,174,1863,380597
680,2007,bornholm,ledelse,personale,19,174,1863,380597
681,2007,bornholm,ledelse,projektledelse,30,174,1863,380597
682,2007,bornholm,ledelse,salgschef,21,174,1863,380597
683,2007,bornholm,ledelse,topledelse,2,174,1863,380597
684,2007,bornholm,ledelse,virksomhedsudvikling,0,174,1863,380597
685,2007,bornholm,ledelse,oekonomichef,9,174,1863,380597
686,2007,bornholm,handel,bud,13,493,1863,380597
687,2007,bornholm,handel,boernepasning,3,493,1863,380597
688,2007,bornholm,handel,detailhandel,192,493,1863,380597
690,2007,bornholm,handel,frisoer,3,493,1863,380597
691,2007,bornholm,handel,hotel,165,493,1863,380597
692,2007,bornholm,handel,rengoering,78,493,1863,380597
693,2007,bornholm,handel,service,32,493,1863,380597
694,2007,bornholm,handel,sikkerhed,17,493,1863,380597
695,2007,bornholm,industri,blik,10,354,1863,380597
696,2007,bornholm,industri,byggeri,53,354,1863,380597
697,2007,bornholm,industri,elektriker,54,354,1863,380597
698,2007,bornholm,industri,industri,26,354,1863,380597
699,2007,bornholm,industri,jern,26,354,1863,380597
700,2007,bornholm,industri,lager,16,354,1863,380597
701,2007,bornholm,industri,landbrug,20,354,1863,380597
702,2007,bornholm,industri,maling,9,354,1863,380597
703,2007,bornholm,industri,mekanik,32,354,1863,380597
704,2007,bornholm,industri,naeringsmiddel,26,354,1863,380597
705,2007,bornholm,industri,tekstil,5,354,1863,380597
706,2007,bornholm,industri,transport,59,354,1863,380597
707,2007,bornholm,industri,traeindustri,9,354,1863,380597
708,2007,bornholm,industri,toemrer,38,354,1863,380597
709,2007,bornholm,salg,design,17,293,1863,380597
711,2007,bornholm,salg,grafisk,6,293,1863,380597
712,2007,bornholm,salg,kommunikation,12,293,1863,380597
713,2007,bornholm,salg,kultur,14,293,1863,380597
714,2007,bornholm,salg,marketing,20,293,1863,380597
715,2007,bornholm,salg,salg,205,293,1863,380597
716,2007,bornholm,salg,salgskurser,0,293,1863,380597
717,2007,bornholm,salg,franchise,7,293,1863,380597
718,2007,bornholm,salg,telemarketing,5,293,1863,380597
719,2007,bornholm,undervisning,bibliotek,1,163,1863,380597
720,2007,bornholm,undervisning,forskning,1,163,1863,380597
721,2007,bornholm,undervisning,laerer,36,163,1863,380597
722,2007,bornholm,undervisning,paedagog,94,163,1863,380597
723,2007,bornholm,kontor,akademisk,0,259,1863,380597
724,2007,bornholm,kontor,ejendomsmaegler,5,259,1863,380597
725,2007,bornholm,kontor,ejendomsservice,18,259,1863,380597
726,2007,bornholm,kontor,finans,43,259,1863,380597
727,2007,bornholm,kontor,indkoeb,8,259,1863,380597
728,2007,bornholm,kontor,jura,15,259,1863,380597
729,2007,bornholm,kontor,kontor,55,259,1863,380597
730,2007,bornholm,kontor,kontorkurser,1,259,1863,380597
731,2007,bornholm,kontor,kontorelev,18,259,1863,380597
732,2007,bornholm,kontor,logistik,10,259,1863,380597
733,2007,bornholm,kontor,offentlig,25,259,1863,380597
734,2007,bornholm,kontor,oversaettelse,3,259,1863,380597
735,2007,bornholm,kontor,sekretaer,23,259,1863,380597
736,2007,bornholm,kontor,oekonomi,59,259,1863,380597
737,2007,bornholm,social,laege,13,288,1863,380597
738,2007,bornholm,social,laegesekretaer,3,288,1863,380597
739,2007,bornholm,social,pleje,153,288,1863,380597
740,2007,bornholm,social,psykologi,12,288,1863,380597
741,2007,bornholm,social,socialraadgivning,28,288,1863,380597
742,2007,bornholm,social,tandlaege,4,288,1863,380597
743,2007,bornholm,social,teknisksundhed,2,288,1863,380597
744,2007,bornholm,social,terapi,9,288,1863,380597
745,2007,bornholm,oevrige,elev,91,180,1863,380597
746,2007,bornholm,oevrige,forsvar,0,180,1863,380597
747,2007,bornholm,oevrige,frivilligt,2,180,1863,380597
748,2007,bornholm,oevrige,student,28,180,1863,380597
749,2007,bornholm,oevrige,studiepraktik,2,180,1863,380597
750,2007,bornholm,oevrige,oevrige,48,180,1863,380597
751,2007,bornholm,oevrige,kurseroevrige,1,180,1863,380597
752,2007,skaane,it,database,0,0,0,380597
753,2007,skaane,it,itdrift,0,0,0,380597
754,2007,skaane,it,itkurser,0,0,0,380597
756,2007,skaane,it,internet,0,0,0,380597
757,2007,skaane,it,systemudvikling,0,0,0,380597
758,2007,skaane,it,telekom,0,0,0,380597
759,2007,skaane,it,virksomhedssystemer,0,0,0,380597
760,2007,skaane,ingenioer,byggeteknik,0,0,0,380597
